pca_0,pca_1,pca_2,pca_3,pca_4,pca_5,pca_6,pca_7,pca_8,pca_9,pca_10,pca_11,pca_12,pca_13,pca_14,pca_15,pca_16,pca_17,pca_18,pca_19,pca_20,pca_21,pca_22,pca_23,pca_24,pca_25,pca_26,pca_27,pca_28,pca_29,pca_30,pca_31,pca_32,pca_33,pca_34,label
404.8880907975834,274.24843323644353,-596.8042179719048,-398.7557450361249,7.447198720667454,160.094467657223,-219.3578914068746,53.95552081851352,98.80175208725235,102.3174039310081,-140.15228002370276,-14.37228592836205,-181.57470492480815,105.35526092491702,-116.11377147628937,-403.7336140404633,601.7789090169159,9.467144858381687,268.57970088579174,72.36885877091564,-392.0157430471095,-393.4782228437903,-160.02743994225509,-37.66015434251475,308.1133554828121,-92.21541034267239,-31.649188803933065,-47.00319631506058,286.70603586783596,36.75646023966364,-275.8197060712783,27.336262739238407,78.59921847928034,12.730552063311979,-69.90014601012506,1
-310.5531206312596,-356.87415811949165,43.44949104814975,18.240244201777685,392.2277225372447,57.04464211981809,-342.37317724044004,-172.95270773732145,26.98746398859715,-302.48047640925176,-92.69839860350177,-158.3063873419129,15.950874820407293,142.11601287478416,206.23401970722836,1110.0497065114896,776.2936684679785,107.65182486447439,-87.90768493351175,185.81056773442117,-131.67526168682875,148.12964998985777,595.931422430198,-180.8759226360956,83.98720834516644,783.5829388733811,166.97917146831733,428.32500994958986,-399.9136264567265,-362.4296216156947,574.2476460643302,140.61206991419846,-139.00996421528714,-100.66612575482404,62.1421991575653,0
-38.23366888560328,-71.40123488205958,56.23034990052569,91.4097022326742,-26.70206801214524,23.98672144039747,-126.43554645620213,-54.15291366973927,-22.771694098088084,-18.23303223090318,-72.96213920615156,-46.91625664301174,-50.12313880784033,0.12724734477952787,-29.899542948264948,-835.2719592925921,165.64443407515964,-193.38327371007767,-682.9523225081537,-268.48937966800713,201.38351003611885,329.3638858043628,72.07362007309177,43.03897170348595,-131.79429648180886,4.860690927938923,23.44752915213005,-50.73454656815369,192.39105772346966,-170.7918951588828,-119.78987146683662,-20.553701445468015,-103.461581448263,-101.09705244734383,-15.35753958357885,1
28.196890623165483,-155.75197418576207,-35.80344421980686,72.29497082388019,-103.74598266170875,-135.34667850569295,-222.41343140842844,109.93389036437894,-61.898358348513746,142.31043684125837,40.888622866249975,22.70106590644982,-34.446901224380355,-31.8088470100335,20.367092108585958,452.17867702939935,319.93515076807336,228.43543040652162,7.3032333008362516,176.24978364567994,-58.75443542963696,524.2877343880638,-367.3684475796325,-308.36380954963744,308.8444233498963,-348.292986824645,178.42575102385914,-126.08262367387574,145.69200126394256,-252.45815071055523,-155.627145953321,-181.84817436100238,219.3904385221393,12.92019414163283,-51.82396477026086,4
-384.34797733038783,-288.0836694475149,-79.37428674969505,-34.500349132528854,638.0367715857564,-90.79611415986614,-269.15358108296067,8.267971273412137,35.698822714999274,-304.9567093905282,-135.4505954551306,38.02710670361755,99.42252354039401,35.20984316923934,127.65380518653376,1171.7776755840887,958.0033859373043,273.5902401755021,-291.90743821952555,222.9015818025265,-92.32335320288314,-157.3741710807141,593.5102917024702,-293.3216611905668,-0.9006490500738558,886.9109108723685,69.78483927378058,467.47572119029127,-365.3857159638429,-259.9190979842024,597.0245147660263,346.7833353828363,-223.63136462232876,31.98162858034682,63.258928873747706,0
-46.25872145410625,-19.104149041842685,100.81128726531156,147.12706571499479,216.73560315882048,285.98530671143595,-319.5414984970867,-67.14207711423059,94.29239162703225,2.781262972218019,-39.631386620013735,-133.225978119257,250.30277146756276,-62.23235284749209,-81.5310395283441,659.5976335596791,-464.8360523883829,209.1709251060317,107.67562825144668,281.5603939194215,-105.00361712693832,42.02336827257884,-84.70471570577989,36.568600283052504,19.98324652415359,377.80668047622675,136.59263021456124,73.71278106753067,98.36726253059594,21.81452145406362,-131.09123745724617,58.865346816533666,-116.02406293469038,46.3668429674279,-87.47654338262555,0
34.628931024466056,-230.80633807437323,-198.21983432504987,67.1374152935552,71.4807147737582,52.33986330727717,-59.75590509714502,65.55745150371193,-178.63296078178877,-20.05322035634682,-33.70120644261542,-105.76424933195415,-94.46388087525031,-60.07492547787063,35.13795651046898,-287.24218842698167,-210.59354108774426,614.5925095927735,-422.4855752951179,121.91897578090338,-19.954193283748854,-22.569026403881296,77.41616606379714,-490.31525048393854,-60.8418080405478,-348.8842059800336,-332.5606415579352,189.3300902325196,20.575717659636695,-267.53827739660414,23.865742814110547,-176.85337410153375,-128.11852237071696,-268.3975314913808,-144.46828526188247,7
-8.807849262604513,-75.43195289246292,-415.7924859521006,-9.458632468134093,201.23299204672014,-160.17432360915768,199.9273733169761,173.14879992908484,-207.7633573453447,195.28021938491253,83.48577354255737,66.13272129962478,235.04382363684118,-220.1455203082076,133.0166202924358,212.4315130118173,271.9886937932669,124.50774235650772,-121.70595433618922,-166.5379386117568,3.650620787565003,150.5251815813506,-170.70907207068,7.686147344065654,-6.485491603689294,68.90681742001247,-458.08677587258455,-309.12718319339666,-91.4843965480816,-172.74082313444404,8.133844759071446,-388.6362564479921,586.7722580950302,-243.049211448339,-304.2847325028657,3
-381.57976505137987,-3.3314567573564813,123.99371783515325,-25.56765995336385,-62.64283862350288,354.73101384780745,36.229999237437134,92.76931840491476,-21.114239005986015,266.7168718477466,110.20558504263899,-88.64514260207423,-53.682343581439135,-59.73554906014167,-222.71110863352337,259.1601136368376,-449.04078880714434,-6.038779714285364,201.38882307988635,-136.68950759126514,150.95657930898784,-140.48612367501914,-127.75887421614947,351.618587642429,-25.434659593930476,475.5054936124208,-412.8786876179929,-310.88844325542567,-278.0135327012185,599.937030932884,-158.67561901515268,-437.06005820285543,42.97818602526035,117.86633059117337,-114.93540236017706,5
-47.597175702959895,113.5184449317319,-422.9943954388883,594.2458898986245,-115.07179809234411,389.0036175297021,-143.79534413358513,-255.60464188413349,25.97600551997871,-207.9264199144955,-27.408104670817938,192.95887426339098,-80.58614327019964,-54.25998697185032,-33.228764870039456,-35.929161333199346,137.52672695870373,167.39933566589394,349.7964658289628,-173.77131047810718,-157.52732360888479,237.2974899792324,284.6665922288432,-86.69482056918838,-291.4952548637997,673.4200802338366,451.0999845770371,338.2453177864273,533.6906423179854,1.521212650466011,-23.47870511843059,156.48495220391257,372.31305145114874,-50.547123104237905,-133.74703107358,3
193.8450322920785,322.8967337314089,65.271080766973,-152.68658366681314,95.6997596176742,35.60900752943646,254.17813286571393,350.7814902844703,-2.3342209143461825,-236.38067239338412,221.16946882691366,123.09201179110711,-96.22860174480245,-2.465401549310274,-231.66530494358096,-18.863070510281506,-478.1188082183587,-550.9616951291516,-137.81974469028154,-114.95485257787938,-148.225477501786,-402.99518752020316,486.7212038721647,23.5907358163239,145.84039278806972,-335.0183849257586,-693.1947125053318,345.7001690043805,-174.05263136087717,-1.806433501240101,-41.98371798238073,154.2847507613347,179.34528601703025,264.9869370425873,185.87167399293406,8
249.73520208488358,230.3524677863521,237.72601291763596,247.25197636211323,214.1096276739726,-167.0458884932792,459.89238568489577,224.3399814695889,31.48275296338593,33.464094683492476,45.835479576626085,-48.88929469992266,-90.03374314653551,97.86582607007605,123.21446923915406,-230.17729415879748,-169.50207432153107,-220.19293426395333,-72.28496091145364,597.3465232704481,-112.51807606285688,51.0099037912476,-121.24531019594484,259.77880388459647,-16.957485449736442,-262.90392147211,-533.2452473282641,77.4610764183021,31.454388037524165,422.344054946897,5.929381771352248,-202.01501967282238,183.52863734106094,-209.18642910783095,113.79069599647045,9
-3.546997860597704,40.06820229061008,3.7156400579456177,-7.497761528060531,-8.362928854293695,-20.50088230985013,-83.99405758743161,20.469591446208845,-21.36397101567051,-16.538146281451045,-81.92926130137826,17.28488664634944,-40.42867531913106,38.15747640728707,27.141027754557605,-861.8067926294435,424.66096875847813,-164.54857360968884,-450.9485468374617,-199.9272381529258,93.35511143298447,410.0817614790031,-0.9467429895146978,209.85286943231682,-19.660502805881812,-137.50090286996854,-26.6027213162066,-164.68594099062875,84.91224302112649,-78.47389925422263,-156.24788670531666,-75.21950041033062,-2.915706345864991,-111.9482618486199,-51.800057418614756,1
-200.15199429553593,-279.3603753826185,-646.5505703059391,-11.008517428884453,-240.65605368602323,32.03490945747939,379.7808812685456,-271.4828856201725,68.77426554997062,355.78671974116384,106.34450056494602,-139.40651809071647,59.112773348801994,119.86961825460943,59.25256333750449,-213.50272142462225,263.65733512861266,224.6652318064178,476.28762862219037,-79.2645064307293,22.54542431799478,339.5931874373318,149.42116271715196,-245.6653201545996,28.660234191021313,157.42155036938576,-669.8290753172802,12.414938847357362,3.1793609637118827,-524.7822520933454,467.5440927960866,-28.06175093605468,-32.16248670176001,-238.73767415066956,243.27612597033956,3
